StudentID,Age,Gender,AttendancePercentage,StudyHoursPerWeek,AssignmentCompletionRate,PreviousExamScore,ParticipationScore,ExtracurricularActivities,InternetAccessAtHome,ParentEducationLevel,FinalExamScore
66,18,Female,62,36,43,61,1,No,No,Postgraduate,51.44963918267659
67,16,Female,70,17,60,87,2,Yes,Yes,Graduate,52.00250018608417
68,16,Male,89,9,76,78,4,No,No,Graduate,61.01669281789652
69,18,Male,99,14,82,86,3,Yes,Yes,High School,69.9791841601702
70,18,Male,77,14,70,69,1,No,Yes,Graduate,59.29860186514767
71,15,Female,61,31,60,60,8,No,Yes,Graduate,55.60612630795496
72,19,Female,91,25,65,69,7,No,Yes,Graduate,77.44849494798191
73,19,Male,67,12,80,67,4,Yes,No,Postgraduate,51.14668619417186
74,16,Male,81,5,97,70,9,Yes,No,Postgraduate,79.40139412039284
75,19,Male,65,32,74,96,4,No,No,Graduate,73.44795074496703
76,16,Female,71,18,77,91,1,No,Yes,High School,53.84949203875136
77,15,Male,99,25,63,65,10,Yes,No,Graduate,65.43898331514495
78,18,Male,95,34,50,82,1,Yes,Yes,High School,66.14932084423612
79,18,Female,74,25,80,61,1,No,Yes,Postgraduate,54.36299407474365
80,18,Female,87,13,68,60,1,Yes,Yes,Graduate,49.415264751957004
81,19,Female,77,21,86,40,4,Yes,No,Graduate,65.70850604490748
82,15,Male,61,9,94,76,1,Yes,Yes,High School,50.38048779900225
83,19,Female,72,35,99,52,2,Yes,No,High School,57.16530701213986
84,19,Female,74,23,42,60,4,Yes,No,Graduate,49.458008434511
85,15,Male,79,40,40,85,7,Yes,No,Graduate,53.50275586281757
86,15,Female,88,37,91,48,2,No,Yes,High School,63.05683879553325
87,15,Male,88,17,100,56,8,No,No,Postgraduate,66.84220722330411
88,15,Male,62,18,93,86,7,No,Yes,High School,73.75268057414868
89,18,Female,78,37,58,60,9,No,Yes,Graduate,71.7063136147988
90,17,Female,62,33,85,70,6,No,Yes,Postgraduate,66.75860500107095
91,17,Female,73,40,88,78,4,No,Yes,Postgraduate,70.56523314826823
92,15,Female,99,14,61,98,6,Yes,No,Postgraduate,74.06794557183137
93,17,Female,63,35,53,93,4,Yes,No,Postgraduate,59.09797907665919
94,17,Female,70,10,88,61,7,No,No,Graduate,59.77586024775494
95,15,Male,90,5,96,51,9,No,No,Postgraduate,75.56613473887457
96,17,Male,91,11,98,94,3,No,Yes,High School,76.2262072214481
97,19,Female,86,31,53,45,3,Yes,Yes,High School,55.080434922525
98,16,Male,89,25,83,92,2,Yes,Yes,High School,72.8503266317618
99,16,Female,61,32,55,55,1,Yes,Yes,Graduate,47.59458235610123
100,15,Male,68,20,72,65,1,Yes,No,Postgraduate,54.074733846630394
101,18,Male,87,27,52,44,3,No,No,High School,56.02258455585052
102,15,Male,90,24,77,48,7,No,Yes,High School,54.828595898352056
103,18,Female,93,29,88,85,9,No,Yes,High School,85.9306945904569
104,16,Male,74,32,51,79,2,No,Yes,Postgraduate,62.02170110578554
105,15,Female,84,9,94,53,7,Yes,Yes,High School,61.44655861446271
106,19,Male,95,25,90,83,1,Yes,No,Postgraduate,75.22051258078362
107,17,Male,67,22,77,81,2,No,Yes,Postgraduate,48.71342607669655
108,18,Male,68,10,78,69,6,Yes,No,Postgraduate,62.614765424068764
109,17,Male,96,33,72,91,5,Yes,No,Graduate,75.44966523278127
110,17,Male,98,23,72,91,8,Yes,Yes,Graduate,76.7026446265028
111,15,Female,91,37,68,65,2,Yes,Yes,Postgraduate,63.09683663743657
112,17,Female,76,5,44,92,1,No,No,Postgraduate,56.21365279163781
113,19,Male,94,7,45,84,7,Yes,No,Graduate,56.37215873007399
114,17,Male,96,25,70,68,6,No,Yes,Graduate,74.00482295144491
115,15,Male,78,39,55,58,8,Yes,No,Postgraduate,62.74863243809592
116,19,Male,88,7,70,86,8,Yes,Yes,Graduate,75.9772642408734
117,16,Female,66,29,64,47,2,No,Yes,High School,53.06758838824972
118,17,Male,87,24,87,62,8,No,No,Postgraduate,69.29464929528835
119,15,Female,68,38,85,92,6,Yes,No,Postgraduate,73.20336901811893
120,16,Male,87,25,72,81,9,Yes,Yes,Graduate,74.79710286454568
121,16,Female,65,27,52,74,7,No,Yes,High School,69.08130190363336
122,18,Male,88,10,91,70,2,Yes,No,Graduate,56.99777106614974
123,19,Male,76,17,49,92,8,Yes,No,High School,65.00963571609347
124,17,Female,75,27,63,74,9,No,No,High School,60.83905974562429
125,15,Male,82,13,49,71,7,Yes,No,Postgraduate,61.76954122818035
126,18,Male,90,21,80,97,4,Yes,Yes,High School,69.83245493254833
127,19,Male,62,6,70,44,9,Yes,Yes,Postgraduate,52.68914246573711
128,18,Female,80,23,52,55,4,Yes,Yes,High School,62.173452012993785
129,19,Male,85,23,42,56,4,Yes,No,Postgraduate,50.1331523869323
130,19,Male,95,11,98,71,9,No,No,High School,76.00238975966938
131,17,Female,96,24,89,77,8,Yes,Yes,Graduate,75.55699856905069
132,19,Female,81,13,91,97,4,No,No,High School,69.32084811665035
133,18,Female,71,21,73,71,8,No,No,Graduate,80.1589480474582
134,19,Male,72,31,88,91,8,Yes,No,High School,67.87512151527062
135,17,Male,70,6,67,59,7,No,No,High School,60.570342714974785
136,17,Male,75,40,58,87,10,Yes,No,Postgraduate,87.23686692189841
137,18,Female,67,23,62,95,6,No,No,High School,71.89542885673593
138,16,Male,99,21,84,41,8,No,Yes,High School,68.23471082724879
139,16,Male,99,9,71,59,7,No,Yes,High School,60.13615839937454
140,19,Female,61,22,52,86,5,Yes,Yes,Graduate,65.57387167021704
141,15,Female,89,11,72,57,4,No,Yes,Postgraduate,63.786729890478505
142,19,Female,89,21,73,40,2,No,No,Postgraduate,46.40153781499173
143,18,Female,71,40,72,97,8,No,Yes,High School,74.79859385019489
144,18,Female,69,8,95,68,9,Yes,Yes,High School,62.3195302686094
145,18,Male,70,29,44,68,4,Yes,Yes,Graduate,40.80239980662779
146,18,Female,74,9,95,58,4,No,Yes,High School,53.653212596908375
147,18,Male,75,34,42,83,5,No,No,Postgraduate,62.727196130906854
148,17,Male,76,16,100,79,2,No,No,Postgraduate,67.85159588629776
149,16,Female,85,8,99,45,7,No,Yes,Graduate,62.782815234286325
150,18,Female,61,28,46,83,5,Yes,Yes,Graduate,65.17062696251081
151,15,Female,71,33,63,78,6,Yes,No,Postgraduate,70.59719956371977
152,15,Male,85,13,61,89,4,Yes,No,Graduate,63.67361181443711
153,15,Female,82,8,84,93,8,No,Yes,High School,72.8869865618942
154,15,Female,77,28,100,85,8,Yes,No,High School,80.01369809354226
155,17,Female,91,18,62,47,5,No,No,Graduate,57.910767951032554
156,15,Female,97,9,69,63,6,No,Yes,Postgraduate,57.471579592137516
157,18,Female,62,22,99,59,3,No,No,Graduate,57.473090076553994
158,19,Male,97,23,57,93,1,Yes,Yes,Postgraduate,68.32783598937651
159,15,Male,62,16,71,53,9,No,Yes,Graduate,66.22370132410656
160,17,Male,89,22,95,44,9,Yes,No,Graduate,74.95081948402805
161,17,Female,60,21,92,80,3,No,No,Graduate,63.771513488126295
162,15,Female,89,34,46,79,4,Yes,No,High School,71.28685821232284
163,19,Female,91,28,72,73,7,No,No,High School,73.61975834031604
164,15,Male,87,15,44,99,2,Yes,No,Postgraduate,60.85724974228494
165,17,Female,80,39,88,55,3,No,No,Graduate,71.04355784016737
166,16,Female,72,27,67,84,6,Yes,Yes,High School,70.40129329416388
167,18,Female,86,21,100,46,8,No,No,Graduate,75.71001546879344
168,17,Male,95,5,47,55,1,No,Yes,Postgraduate,43.46196566237125
169,15,Female,66,19,54,46,4,No,No,High School,44.298656855353414
170,18,Male,81,36,91,66,1,Yes,No,Postgraduate,59.562974627975514
171,15,Female,69,13,43,53,2,No,No,High School,45.60888312397378
172,15,Male,98,19,73,53,8,No,No,Graduate,77.27174766581149
173,16,Male,74,32,44,83,6,No,No,Postgraduate,57.755265639714345
174,18,Male,74,28,72,72,9,Yes,Yes,High School,74.52682502901526
175,18,Female,63,39,96,72,2,No,Yes,High School,57.737157278759156
176,16,Female,91,26,44,83,3,No,Yes,Graduate,72.58759700865518
177,17,Male,82,31,77,59,9,Yes,No,Postgraduate,62.366741698746154
178,15,Male,65,23,73,92,9,No,No,Postgraduate,75.65150164380763
179,19,Female,83,16,97,86,6,Yes,No,Postgraduate,78.25187711527288
180,15,Female,79,24,65,75,3,No,Yes,Graduate,63.90002494450376
181,15,Male,96,5,40,46,5,Yes,Yes,High School,47.61375215010631
182,17,Female,79,25,43,71,2,Yes,No,High School,48.81828263950387
183,15,Female,71,5,78,87,7,Yes,Yes,Postgraduate,72.96200313724528
184,16,Female,92,14,93,42,10,No,No,High School,75.14203316117487
185,16,Female,87,36,65,78,8,No,No,Postgraduate,78.62380403552346
186,18,Male,67,26,72,68,6,Yes,Yes,Graduate,68.12985995057936
187,19,Female,60,22,72,63,8,No,Yes,Graduate,53.86959162217047
188,15,Female,96,36,47,61,2,No,Yes,Graduate,51.020144756963376
189,15,Male,81,31,59,45,3,Yes,Yes,Postgraduate,50.64338096171511
190,17,Male,65,32,55,87,7,Yes,No,High School,63.50179297303186
191,16,Female,80,22,60,63,10,Yes,No,Graduate,64.21898890696359
192,19,Female,91,33,84,79,1,Yes,Yes,Postgraduate,68.78748986216934
193,18,Female,94,22,94,62,7,No,Yes,Postgraduate,78.2762524664089
194,16,Female,74,12,95,93,6,No,Yes,Graduate,70.68002395698217
195,18,Male,64,35,65,77,8,No,Yes,Graduate,63.1734138166607
196,17,Male,65,38,62,49,7,No,No,Graduate,63.064615504449726
197,17,Male,84,11,57,55,4,No,No,High School,52.94017755785397
198,15,Female,99,40,70,50,3,No,No,High School,64.2866244156706
199,19,Female,88,22,91,71,3,Yes,No,Postgraduate,65.18763373744203
200,18,Female,66,13,81,84,4,No,No,Graduate,63.9998517978462
201,16,Female,99,13,51,100,9,No,No,Graduate,70.98047933503516
202,17,Male,72,12,40,45,9,No,No,High School,56.78136112938574
203,15,Male,97,39,81,63,2,Yes,Yes,Graduate,66.83611649021151
204,15,Female,77,22,48,72,5,Yes,No,Postgraduate,54.92841884886088
205,18,Male,61,9,42,92,1,No,Yes,Graduate,52.60466493174689
206,17,Female,67,18,99,90,4,Yes,Yes,High School,64.82364435461066
207,19,Female,70,32,90,51,2,Yes,Yes,Postgraduate,54.04463701002142
208,17,Male,92,34,65,95,8,No,No,Postgraduate,72.54361550621043
209,18,Female,97,8,48,66,4,No,No,Graduate,49.43208919863521
210,18,Female,86,24,81,77,5,No,No,Postgraduate,71.92142689603921
211,17,Male,79,29,90,57,4,Yes,No,Graduate,69.6280832455558
212,18,Female,71,32,55,84,5,Yes,Yes,Graduate,61.39700137657984
213,17,Female,90,16,63,78,5,No,No,High School,61.30763744406204
214,16,Male,86,6,89,94,5,Yes,Yes,Postgraduate,62.43852610375771
215,17,Female,91,18,53,52,3,Yes,No,Graduate,43.58324460052156
216,17,Male,69,26,100,92,7,Yes,No,Graduate,79.58365272857674
217,18,Female,62,35,42,79,3,No,Yes,Graduate,45.27996098867179
218,18,Male,86,27,73,69,2,No,Yes,Postgraduate,56.030332147012366
219,15,Male,94,24,72,92,3,No,Yes,Postgraduate,71.61715659186002
220,15,Male,90,8,89,88,3,No,No,Postgraduate,68.84853631342503
221,16,Female,74,19,63,80,8,No,No,Graduate,68.52351191775362
222,15,Male,75,28,48,91,4,Yes,Yes,Postgraduate,62.734597242442945
223,17,Male,72,29,52,52,3,Yes,No,Graduate,49.915365731025744
224,18,Male,94,5,41,73,10,Yes,Yes,Postgraduate,60.26067162673108
225,15,Male,70,11,46,75,5,Yes,No,Postgraduate,51.9792827736384
226,15,Male,80,35,87,69,4,Yes,Yes,Graduate,66.20476061969424
227,16,Female,70,16,60,100,9,Yes,Yes,Postgraduate,61.748290988664735
228,16,Female,89,9,58,64,8,No,No,Graduate,59.7183194806136
229,17,Female,94,16,64,41,7,No,Yes,Postgraduate,58.38890745176604
230,18,Female,81,22,86,75,8,Yes,No,Postgraduate,69.1551762207325
231,16,Female,97,6,61,57,5,No,No,Postgraduate,57.68722740625315
232,15,Female,90,14,50,44,4,Yes,Yes,Postgraduate,55.6436387545064
233,18,Female,73,19,72,58,7,Yes,Yes,High School,65.40742963642614
234,18,Male,83,34,71,81,1,No,No,Graduate,71.05676573988768
235,15,Female,91,21,60,57,6,No,No,High School,54.6604881831949
236,16,Male,95,8,78,96,8,Yes,Yes,Postgraduate,74.84627425550967
237,15,Male,91,11,59,71,7,No,Yes,Postgraduate,71.13789752533562
238,18,Female,74,35,47,60,2,Yes,Yes,Graduate,44.17132042711702
239,19,Male,94,38,81,49,7,Yes,No,Graduate,64.16885373831256
240,19,Male,62,10,76,76,6,Yes,No,Graduate,57.621321665142226
241,17,Male,75,38,48,88,5,Yes,No,Graduate,75.67161901187399
242,15,Male,64,19,64,61,4,Yes,Yes,Postgraduate,48.977336479526336
243,15,Female,80,18,64,52,1,No,Yes,Graduate,56.319103209156296
244,17,Female,69,10,72,94,2,Yes,No,High School,60.01051553164995
245,17,Female,78,36,41,56,7,No,No,Graduate,53.66772991948561
246,17,Female,84,7,58,48,10,Yes,Yes,Graduate,74.99912073168916
247,18,Female,63,7,85,63,3,No,No,High School,55.373240019529035
248,15,Female,88,26,59,83,5,Yes,Yes,High School,69.13101158930058
249,18,Female,78,26,81,53,8,No,Yes,High School,68.82253774103357
250,17,Female,61,14,80,85,8,Yes,Yes,High School,69.58478091086057
251,15,Female,69,7,81,47,6,Yes,No,Graduate,66.3603667793103
252,18,Female,84,16,68,94,5,No,No,High School,77.72971924134795
253,18,Male,79,33,45,76,2,No,Yes,Postgraduate,52.69200928235597
254,17,Female,78,21,56,58,9,No,Yes,Graduate,72.99362456486118
255,15,Male,82,11,99,67,1,No,No,Postgraduate,57.249335235250456
256,17,Male,83,17,64,85,2,No,Yes,Graduate,62.811204404412045
257,15,Male,70,6,77,80,1,No,No,Graduate,48.342409407858135
258,19,Male,93,8,43,69,4,Yes,No,Postgraduate,61.88303206932476
259,16,Female,87,14,69,46,4,Yes,No,High School,54.31319379326075
260,16,Male,64,28,59,98,5,Yes,Yes,High School,59.652561817107596
261,16,Female,64,21,42,97,5,No,Yes,Postgraduate,66.29250507017353
262,17,Female,80,10,62,65,8,No,Yes,High School,69.8310069745261
263,19,Male,71,23,90,79,3,No,Yes,Graduate,71.95051390859348
264,15,Female,63,9,57,85,6,Yes,No,Graduate,51.58524775307389
265,18,Male,79,36,65,93,3,No,Yes,Graduate,75.56771460024859
266,15,Male,97,14,95,99,2,Yes,No,High School,72.29742159751434
267,18,Female,84,13,75,85,8,No,Yes,High School,82.10751735461949
268,15,Female,73,31,47,50,1,No,Yes,Postgraduate,50.974768490320784
269,19,Male,70,17,56,53,9,No,Yes,Graduate,60.106656302292464
270,18,Female,91,23,70,60,7,Yes,Yes,Postgraduate,66.89260536369196
271,17,Female,70,25,76,47,10,No,Yes,High School,64.38168538330041
272,15,Female,77,28,84,42,4,Yes,No,Postgraduate,54.75242842212197
273,15,Male,86,8,96,67,3,No,Yes,High School,58.20968076218581
274,18,Male,77,28,72,100,6,No,Yes,Graduate,71.43669014321961
275,17,Female,82,39,66,68,9,No,Yes,Graduate,77.95444268224385
276,17,Female,70,7,84,62,9,No,Yes,High School,57.71687517081525
277,19,Female,80,8,43,57,4,Yes,Yes,High School,57.153331153016964
278,17,Female,64,39,61,74,10,No,No,High School,70.21694873180229
279,17,Female,82,35,65,52,5,Yes,Yes,Graduate,64.9073730943063
280,17,Male,100,29,71,51,9,No,No,High School,75.41580247012904
281,16,Female,84,17,63,86,2,No,Yes,Graduate,66.1417248727907
282,19,Male,100,8,85,89,2,No,No,Postgraduate,68.96200794019856
283,15,Female,69,18,74,44,5,Yes,Yes,Graduate,54.41171562325746
284,18,Male,81,17,76,78,1,No,Yes,Postgraduate,64.32048337976853
285,15,Female,78,31,71,50,8,Yes,No,Graduate,59.1935261928445
286,19,Male,60,10,46,97,5,Yes,Yes,Graduate,51.977707217124035
287,18,Female,66,21,72,98,10,No,No,High School,72.27656538737929
288,19,Male,63,40,70,50,2,Yes,Yes,Graduate,54.69045260993663
289,17,Male,60,39,94,98,9,No,No,High School,89.20435574969892
290,18,Male,74,21,100,86,2,Yes,No,High School,67.43991360223306
291,17,Male,99,6,51,81,7,Yes,No,High School,76.90076256246455
292,15,Male,71,17,50,86,8,Yes,Yes,Graduate,67.22728848962419
293,15,Male,81,6,63,70,6,Yes,No,High School,58.28268674815315
294,18,Female,81,32,47,70,7,No,Yes,Postgraduate,69.78534324260461
295,18,Male,76,30,71,52,1,Yes,No,Postgraduate,52.485685877139744
296,19,Female,88,26,96,53,4,No,No,Graduate,66.90604724220947
297,19,Female,73,7,77,88,7,Yes,No,High School,60.86814348361565
298,17,Female,79,39,99,84,1,No,Yes,Postgraduate,62.30668115088879
299,18,Female,92,16,61,81,1,No,Yes,Graduate,62.91827765403758
300,15,Female,74,28,73,64,6,Yes,Yes,Graduate,69.21864476975796
301,19,Male,71,9,58,72,4,Yes,No,Graduate,64.87833751276638
302,19,Male,99,24,91,72,3,No,Yes,Graduate,66.20313779328092
303,15,Male,79,17,59,54,5,Yes,Yes,Graduate,63.26872062495423
304,19,Female,89,16,95,55,9,Yes,No,High School,78.27223449988499
305,17,Male,97,17,53,83,10,Yes,No,High School,71.54418570481623
306,18,Male,62,14,72,97,10,Yes,Yes,High School,78.89043444728189
307,15,Male,87,37,49,95,10,Yes,Yes,High School,82.42108188142599
308,18,Male,85,20,55,77,3,Yes,Yes,Graduate,65.7109153926979
309,19,Male,89,39,43,45,5,Yes,No,Graduate,68.236801893716
310,19,Female,72,7,66,83,10,Yes,No,Postgraduate,73.85330923774998
311,15,Male,72,9,67,64,5,Yes,No,Postgraduate,46.015509353189294
312,17,Female,61,30,100,54,9,No,No,High School,69.86280247998776
313,16,Female,96,15,82,43,10,Yes,No,Graduate,61.31599249465258
314,15,Female,97,11,55,95,4,Yes,Yes,Postgraduate,67.95725035138574
315,16,Female,61,14,98,43,1,Yes,Yes,Postgraduate,50.368139307276536
316,16,Female,95,38,91,69,10,Yes,Yes,Postgraduate,78.88152548619038
317,17,Male,85,7,72,73,5,Yes,No,Postgraduate,57.66198428413308
318,16,Male,70,12,87,66,1,No,No,High School,52.64834049626382
319,16,Male,67,35,58,70,6,No,Yes,Graduate,60.164197242859565
320,17,Female,99,15,60,95,10,Yes,Yes,High School,77.84147577032694
321,16,Male,81,11,61,71,10,No,Yes,Postgraduate,67.92716953068431
322,16,Male,79,6,48,83,7,Yes,No,Postgraduate,64.72625412771133
323,16,Female,67,10,48,78,1,Yes,No,Graduate,47.78723845489023
324,15,Female,88,36,48,91,10,No,No,Graduate,82.94824217335997
325,15,Female,99,24,66,48,4,No,No,High School,60.55880746160954
326,15,Female,85,38,56,80,9,No,No,Graduate,78.17245409286687
327,17,Male,89,20,83,47,1,No,Yes,High School,54.57759591304846
328,19,Female,76,29,96,53,9,No,Yes,High School,84.4685458466843
329,16,Female,79,16,84,72,8,Yes,No,Postgraduate,72.08632087516932
330,16,Male,75,11,47,62,5,Yes,No,High School,61.526493006583024
331,17,Male,66,21,55,60,6,Yes,Yes,Postgraduate,52.23029005593605
332,16,Female,75,15,57,94,7,No,No,High School,64.91424860846934
333,15,Male,86,10,100,51,4,Yes,No,High School,60.989311736752946
334,19,Female,82,27,98,96,6,No,Yes,Graduate,90.86499963384043
335,18,Female,83,31,72,41,7,Yes,No,Graduate,61.036299909672
336,16,Male,68,10,40,52,6,No,No,Postgraduate,44.88282952521633
337,15,Male,94,6,51,98,6,No,Yes,Graduate,74.90453226773593
338,18,Female,79,26,45,43,2,Yes,No,High School,47.994021728681346
339,19,Female,96,24,80,59,5,Yes,No,Postgraduate,65.95940269674591
340,18,Female,76,29,94,89,3,Yes,Yes,Postgraduate,67.29858844261071
341,15,Male,90,19,44,90,7,Yes,Yes,Postgraduate,70.54414279101007
342,18,Female,67,33,98,87,4,No,No,High School,76.0132781680485
343,17,Female,74,12,55,98,1,Yes,Yes,Graduate,61.84042720384068
344,18,Female,90,37,57,53,6,No,Yes,Postgraduate,61.15333111252309
345,16,Female,89,26,88,69,6,Yes,No,High School,66.36148656172206
346,16,Female,79,9,57,68,7,Yes,Yes,Graduate,40.35439421618063
347,17,Male,98,22,40,47,8,Yes,No,Graduate,55.92265645911884
348,15,Female,71,34,58,51,3,Yes,Yes,Postgraduate,51.53932729329326
349,16,Female,76,35,93,80,6,Yes,Yes,High School,73.30480084204656
350,19,Female,89,14,100,77,10,No,No,Graduate,77.94594363598615
351,16,Female,88,19,47,65,2,Yes,No,High School,68.45438473804695
352,16,Male,78,22,42,89,9,No,No,Graduate,70.50682568616315
353,15,Male,70,27,97,41,2,Yes,Yes,Postgraduate,49.361786369359855
354,18,Male,93,37,64,94,3,No,No,Postgraduate,74.72783699210919
355,16,Female,66,20,97,79,10,Yes,No,Graduate,76.60738360385578
356,17,Female,93,39,44,95,2,Yes,Yes,High School,61.350446939905964
357,18,Male,79,38,94,53,9,Yes,Yes,Graduate,74.3440277666618
358,19,Male,97,32,79,45,1,No,Yes,High School,61.85075631591802
359,15,Male,83,6,58,81,5,No,No,Graduate,66.42252212223859
360,19,Female,69,34,57,79,1,Yes,Yes,Postgraduate,47.82163873249138
361,18,Female,91,17,89,70,5,Yes,Yes,High School,72.19039005606754
362,18,Male,74,20,92,56,8,Yes,No,Postgraduate,73.9495232763446
363,18,Male,96,9,70,64,8,No,Yes,High School,77.23843289504022
364,19,Male,79,32,72,100,8,Yes,Yes,Graduate,71.41966236776783
365,18,Female,62,24,86,71,2,No,No,Postgraduate,57.52023863683237
366,19,Female,96,28,57,51,8,Yes,Yes,Postgraduate,65.50467235766328
367,18,Female,99,31,100,88,5,No,No,High School,83.82759368291143
368,17,Male,67,34,96,52,1,No,No,High School,56.426854512359064
369,18,Male,99,31,78,58,7,No,No,High School,67.97303214380413
370,19,Female,82,30,55,83,6,Yes,No,Postgraduate,68.33588186292445
371,16,Male,99,11,55,87,5,No,No,Graduate,65.51248966921268
372,18,Female,70,9,86,64,1,Yes,Yes,High School,56.81094765342621
373,16,Male,67,27,77,70,1,No,No,Graduate,52.50216306577063
374,17,Male,88,32,80,98,6,Yes,No,High School,72.78845171976033
375,15,Male,89,38,46,76,10,No,No,Graduate,79.62720109112482
376,17,Male,69,19,53,64,7,No,No,High School,69.51263806902217
377,18,Female,98,36,82,55,10,Yes,Yes,Graduate,85.9613561336162
378,16,Male,87,30,92,96,10,Yes,Yes,Postgraduate,84.79037203525738
379,16,Female,95,35,87,77,1,No,Yes,High School,74.1756358579059
380,19,Female,72,23,64,82,9,No,No,High School,65.96858608893315
381,16,Female,91,13,71,88,4,Yes,Yes,Postgraduate,70.09089644526165
382,19,Male,95,33,77,97,5,No,Yes,High School,74.58098616540009
383,15,Female,96,8,61,62,2,No,No,High School,62.582520589700565
384,18,Female,85,7,98,53,10,Yes,No,Postgraduate,76.11732358961922
