StudentID,Age,Gender,AttendancePercentage,StudyHoursPerWeek,AssignmentCompletionRate,PreviousExamScore,ParticipationScore,ExtracurricularActivities,InternetAccessAtHome,ParentEducationLevel,FinalExamScore
87,15,1,88,17,100,56,8,0,0,3,66.84220722330411
88,15,1,62,18,93,86,7,0,1,1,73.75268057414868
89,18,0,78,37,58,60,9,0,1,2,71.7063136147988
90,17,0,62,33,85,70,6,0,1,3,66.75860500107095
91,17,0,73,40,88,78,4,0,1,3,70.56523314826823
92,15,0,99,14,61,98,6,1,0,3,74.06794557183137
93,17,0,63,35,53,93,4,1,0,3,59.09797907665919
94,17,0,70,10,88,61,7,0,0,2,59.77586024775494
95,15,1,90,5,96,51,9,0,0,3,75.56613473887457
96,17,1,91,11,98,94,3,0,1,1,76.2262072214481
97,19,0,86,31,53,45,3,1,1,1,55.080434922525
98,16,1,89,25,83,92,2,1,1,1,72.8503266317618
99,16,0,61,32,55,55,1,1,1,2,47.59458235610123
100,15,1,68,20,72,65,1,1,0,3,54.0747338466304
101,18,1,87,27,52,44,3,0,0,1,56.02258455585052
102,15,1,90,24,77,48,7,0,1,1,54.828595898352056
103,18,0,93,29,88,85,9,0,1,1,85.9306945904569
104,16,1,74,32,51,79,2,0,1,3,62.02170110578554
105,15,0,84,9,94,53,7,1,1,1,61.44655861446271
106,19,1,95,25,90,83,1,1,0,3,75.22051258078362
107,17,1,67,22,77,81,2,0,1,3,48.71342607669655
108,18,1,68,10,78,69,6,1,0,3,62.61476542406877
109,17,1,96,33,72,91,5,1,0,2,75.44966523278127
110,17,1,98,23,72,91,8,1,1,2,76.7026446265028
111,15,0,91,37,68,65,2,1,1,3,63.09683663743657
112,17,0,76,5,44,92,1,0,0,3,56.21365279163781
113,19,1,94,7,45,84,7,1,0,2,56.37215873007399
114,17,1,96,25,70,68,6,0,1,2,74.00482295144491
115,15,1,78,39,55,58,8,1,0,3,62.74863243809592
116,19,1,88,7,70,86,8,1,1,2,75.9772642408734
117,16,0,66,29,64,47,2,0,1,1,53.06758838824972
118,17,1,87,24,87,62,8,0,0,3,69.29464929528835
119,15,0,68,38,85,92,6,1,0,3,73.20336901811893
120,16,1,87,25,72,81,9,1,1,2,74.79710286454568
121,16,0,65,27,52,74,7,0,1,1,69.08130190363336
122,18,1,88,10,91,70,2,1,0,2,56.99777106614974
123,19,1,76,17,49,92,8,1,0,1,65.00963571609347
124,17,0,75,27,63,74,9,0,0,1,60.83905974562429
125,15,1,82,13,49,71,7,1,0,3,61.76954122818035
126,18,1,90,21,80,97,4,1,1,1,69.83245493254833
127,19,1,62,6,70,44,9,1,1,3,52.68914246573711
128,18,0,80,23,52,55,4,1,1,1,62.173452012993785
129,19,1,85,23,42,56,4,1,0,3,50.1331523869323
130,19,1,95,11,98,71,9,0,0,1,76.00238975966938
131,17,0,96,24,89,77,8,1,1,2,75.55699856905069
132,19,0,81,13,91,97,4,0,0,1,69.32084811665035
133,18,0,71,21,73,71,8,0,0,2,80.1589480474582
134,19,1,72,31,88,91,8,1,0,1,67.87512151527062
135,17,1,70,6,67,59,7,0,0,1,60.57034271497479
136,17,1,75,40,58,87,10,1,0,3,87.23686692189841
137,18,0,67,23,62,95,6,0,0,1,71.89542885673593
138,16,1,99,21,84,41,8,0,1,1,68.23471082724879
139,16,1,99,9,71,59,7,0,1,1,60.13615839937454
140,19,0,61,22,52,86,5,1,1,2,65.57387167021704
141,15,0,89,11,72,57,4,0,1,3,63.786729890478505
142,19,0,89,21,73,40,2,0,0,3,46.40153781499173
143,18,0,71,40,72,97,8,0,1,1,74.79859385019489
144,18,0,69,8,95,68,9,1,1,1,62.3195302686094
145,18,1,70,29,44,68,4,1,1,2,40.80239980662779
146,18,0,74,9,95,58,4,0,1,1,53.653212596908375
147,18,1,75,34,42,83,5,0,0,3,62.72719613090685
148,17,1,76,16,100,79,2,0,0,3,67.85159588629776
149,16,0,85,8,99,45,7,0,1,2,62.782815234286325
150,18,0,61,28,46,83,5,1,1,2,65.17062696251081
151,15,0,71,33,63,78,6,1,0,3,70.59719956371977
152,15,1,85,13,61,89,4,1,0,2,63.67361181443711
153,15,0,82,8,84,93,8,0,1,1,72.8869865618942
154,15,0,77,28,100,85,8,1,0,1,80.01369809354226
155,17,0,91,18,62,47,5,0,0,2,57.91076795103256
156,15,0,97,9,69,63,6,0,1,3,57.47157959213752
157,18,0,62,22,99,59,3,0,0,2,57.473090076554
158,19,1,97,23,57,93,1,1,1,3,68.32783598937651
159,15,1,62,16,71,53,9,0,1,2,66.22370132410656
160,17,1,89,22,95,44,9,1,0,2,74.95081948402805
161,17,0,60,21,92,80,3,0,0,2,63.771513488126295
162,15,0,89,34,46,79,4,1,0,1,71.28685821232284
163,19,0,91,28,72,73,7,0,0,1,73.61975834031604
164,15,1,87,15,44,99,2,1,0,3,60.85724974228494
165,17,0,80,39,88,55,3,0,0,2,71.04355784016737
166,16,0,72,27,67,84,6,1,1,1,70.40129329416388
167,18,0,86,21,100,46,8,0,0,2,75.71001546879344
168,17,1,95,5,47,55,1,0,1,3,43.46196566237125
169,15,0,66,19,54,46,4,0,0,1,44.29865685535341
170,18,1,81,36,91,66,1,1,0,3,59.56297462797552
171,15,0,69,13,43,53,2,0,0,1,45.60888312397378
172,15,1,98,19,73,53,8,0,0,2,77.27174766581149
173,16,1,74,32,44,83,6,0,0,3,57.755265639714345
174,18,1,74,28,72,72,9,1,1,1,74.52682502901526
175,18,0,63,39,96,72,2,0,1,1,57.73715727875916
176,16,0,91,26,44,83,3,0,1,2,72.58759700865518
177,17,1,82,31,77,59,9,1,0,3,62.36674169874616
178,15,1,65,23,73,92,9,0,0,3,75.65150164380763
179,19,0,83,16,97,86,6,1,0,3,78.25187711527288
180,15,0,79,24,65,75,3,0,1,2,63.90002494450376
181,15,1,96,5,40,46,5,1,1,1,47.61375215010631
182,17,0,79,25,43,71,2,1,0,1,48.81828263950387
183,15,0,71,5,78,87,7,1,1,3,72.96200313724528
184,16,0,92,14,93,42,10,0,0,1,75.14203316117487
185,16,0,87,36,65,78,8,0,0,3,78.62380403552346
186,18,1,67,26,72,68,6,1,1,2,68.12985995057936
187,19,0,60,22,72,63,8,0,1,2,53.86959162217047
188,15,0,96,36,47,61,2,0,1,2,51.020144756963376
189,15,1,81,31,59,45,3,1,1,3,50.64338096171511
190,17,1,65,32,55,87,7,1,0,1,63.50179297303186
191,16,0,80,22,60,63,10,1,0,2,64.21898890696359
192,19,0,91,33,84,79,1,1,1,3,68.78748986216934
193,18,0,94,22,94,62,7,0,1,3,78.2762524664089
194,16,0,74,12,95,93,6,0,1,2,70.68002395698217
195,18,1,64,35,65,77,8,0,1,2,63.1734138166607
196,17,1,65,38,62,49,7,0,0,2,63.064615504449726
197,17,1,84,11,57,55,4,0,0,1,52.94017755785397
198,15,0,99,40,70,50,3,0,0,1,64.2866244156706
199,19,0,88,22,91,71,3,1,0,3,65.18763373744203
200,18,0,66,13,81,84,4,0,0,2,63.9998517978462
201,16,0,99,13,51,100,9,0,0,2,70.98047933503516
202,17,1,72,12,40,45,9,0,0,1,56.78136112938574
203,15,1,97,39,81,63,2,1,1,2,66.83611649021151
204,15,0,77,22,48,72,5,1,0,3,54.92841884886088
205,18,1,61,9,42,92,1,0,1,2,52.60466493174689
206,17,0,67,18,99,90,4,1,1,1,64.82364435461066
207,19,0,70,32,90,51,2,1,1,3,54.04463701002142
208,17,1,92,34,65,95,8,0,0,3,72.54361550621043
209,18,0,97,8,48,66,4,0,0,2,49.43208919863521
210,18,0,86,24,81,77,5,0,0,3,71.92142689603921
211,17,1,79,29,90,57,4,1,0,2,69.6280832455558
212,18,0,71,32,55,84,5,1,1,2,61.39700137657984
213,17,0,90,16,63,78,5,0,0,1,61.30763744406204
214,16,1,86,6,89,94,5,1,1,3,62.43852610375771
215,17,0,91,18,53,52,3,1,0,2,43.58324460052156
216,17,1,69,26,100,92,7,1,0,2,79.58365272857674
217,18,0,62,35,42,79,3,0,1,2,45.27996098867179
218,18,1,86,27,73,69,2,0,1,3,56.030332147012366
219,15,1,94,24,72,92,3,0,1,3,71.61715659186002
220,15,1,90,8,89,88,3,0,0,3,68.84853631342503
221,16,0,74,19,63,80,8,0,0,2,68.52351191775362
222,15,1,75,28,48,91,4,1,1,3,62.73459724244295
223,17,1,72,29,52,52,3,1,0,2,49.915365731025744
224,18,1,94,5,41,73,10,1,1,3,60.26067162673108
225,15,1,70,11,46,75,5,1,0,3,51.9792827736384
226,15,1,80,35,87,69,4,1,1,2,66.20476061969424
227,16,0,70,16,60,100,9,1,1,3,61.748290988664735
228,16,0,89,9,58,64,8,0,0,2,59.7183194806136
229,17,0,94,16,64,41,7,0,1,3,58.38890745176604
230,18,0,81,22,86,75,8,1,0,3,69.1551762207325
231,16,0,97,6,61,57,5,0,0,3,57.68722740625315
232,15,0,90,14,50,44,4,1,1,3,55.6436387545064
233,18,0,73,19,72,58,7,1,1,1,65.40742963642614
234,18,1,83,34,71,81,1,0,0,2,71.05676573988768
235,15,0,91,21,60,57,6,0,0,1,54.6604881831949
236,16,1,95,8,78,96,8,1,1,3,74.84627425550967
237,15,1,91,11,59,71,7,0,1,3,71.13789752533562
238,18,0,74,35,47,60,2,1,1,2,44.17132042711702
239,19,1,94,38,81,49,7,1,0,2,64.16885373831256
240,19,1,62,10,76,76,6,1,0,2,57.62132166514223
241,17,1,75,38,48,88,5,1,0,2,75.67161901187399
242,15,1,64,19,64,61,4,1,1,3,48.977336479526336
243,15,0,80,18,64,52,1,0,1,2,56.319103209156296
244,17,0,69,10,72,94,2,1,0,1,60.01051553164995
245,17,0,78,36,41,56,7,0,0,2,53.66772991948561
246,17,0,84,7,58,48,10,1,1,2,74.99912073168916
247,18,0,63,7,85,63,3,0,0,1,55.37324001952904
248,15,0,88,26,59,83,5,1,1,1,69.13101158930058
249,18,0,78,26,81,53,8,0,1,1,68.82253774103357
250,17,0,61,14,80,85,8,1,1,1,69.58478091086057
251,15,0,69,7,81,47,6,1,0,2,66.3603667793103
252,18,0,84,16,68,94,5,0,0,1,77.72971924134795
253,18,1,79,33,45,76,2,0,1,3,52.69200928235597
254,17,0,78,21,56,58,9,0,1,2,72.99362456486118
255,15,1,82,11,99,67,1,0,0,3,57.249335235250456
256,17,1,83,17,64,85,2,0,1,2,62.811204404412045
257,15,1,70,6,77,80,1,0,0,2,48.342409407858135
258,19,1,93,8,43,69,4,1,0,3,61.88303206932476
259,16,0,87,14,69,46,4,1,0,1,54.31319379326075
260,16,1,64,28,59,98,5,1,1,1,59.6525618171076
261,16,0,64,21,42,97,5,0,1,3,66.29250507017353
262,17,0,80,10,62,65,8,0,1,1,69.8310069745261
263,19,1,71,23,90,79,3,0,1,2,71.95051390859348
264,15,0,63,9,57,85,6,1,0,2,51.58524775307389
265,18,1,79,36,65,93,3,0,1,2,75.56771460024859
266,15,1,97,14,95,99,2,1,0,1,72.29742159751434
267,18,0,84,13,75,85,8,0,1,1,82.10751735461949
268,15,0,73,31,47,50,1,0,1,3,50.974768490320784
269,19,1,70,17,56,53,9,0,1,2,60.106656302292464
270,18,0,91,23,70,60,7,1,1,3,66.89260536369196
271,17,0,70,25,76,47,10,0,1,1,64.38168538330041
272,15,0,77,28,84,42,4,1,0,3,54.75242842212197
273,15,1,86,8,96,67,3,0,1,1,58.20968076218581
274,18,1,77,28,72,100,6,0,1,2,71.43669014321961
275,17,0,82,39,66,68,9,0,1,2,77.95444268224385
276,17,0,70,7,84,62,9,0,1,1,57.71687517081525
277,19,0,80,8,43,57,4,1,1,1,57.15333115301696
278,17,0,64,39,61,74,10,0,0,1,70.21694873180229
279,17,0,82,35,65,52,5,1,1,2,64.9073730943063
280,17,1,100,29,71,51,9,0,0,1,75.41580247012904
281,16,0,84,17,63,86,2,0,1,2,66.1417248727907
282,19,1,100,8,85,89,2,0,0,3,68.96200794019856
283,15,0,69,18,74,44,5,1,1,2,54.41171562325746
284,18,1,81,17,76,78,1,0,1,3,64.32048337976853
285,15,0,78,31,71,50,8,1,0,2,59.1935261928445
286,19,1,60,10,46,97,5,1,1,2,51.97770721712404
287,18,0,66,21,72,98,10,0,0,1,72.27656538737929
288,19,1,63,40,70,50,2,1,1,2,54.69045260993663
289,17,1,60,39,94,98,9,0,0,1,89.20435574969892
290,18,1,74,21,100,86,2,1,0,1,67.43991360223306
291,17,1,99,6,51,81,7,1,0,1,76.90076256246455
292,15,1,71,17,50,86,8,1,1,2,67.22728848962419
293,15,1,81,6,63,70,6,1,0,1,58.28268674815315
294,18,0,81,32,47,70,7,0,1,3,69.78534324260461
295,18,1,76,30,71,52,1,1,0,3,52.485685877139744
296,19,0,88,26,96,53,4,0,0,2,66.90604724220947
297,19,0,73,7,77,88,7,1,0,1,60.86814348361565
298,17,0,79,39,99,84,1,0,1,3,62.30668115088879
299,18,0,92,16,61,81,1,0,1,2,62.91827765403758
300,15,0,74,28,73,64,6,1,1,2,69.21864476975796
301,19,1,71,9,58,72,4,1,0,2,64.87833751276638
302,19,1,99,24,91,72,3,0,1,2,66.20313779328092
303,15,1,79,17,59,54,5,1,1,2,63.26872062495423
304,19,0,89,16,95,55,9,1,0,1,78.27223449988499
305,17,1,97,17,53,83,10,1,0,1,71.54418570481623
306,18,1,62,14,72,97,10,1,1,1,78.89043444728189
307,15,1,87,37,49,95,10,1,1,1,82.42108188142599
308,18,1,85,20,55,77,3,1,1,2,65.7109153926979
309,19,1,89,39,43,45,5,1,0,2,68.236801893716
310,19,0,72,7,66,83,10,1,0,3,73.85330923774998
311,15,1,72,9,67,64,5,1,0,3,46.015509353189294
312,17,0,61,30,100,54,9,0,0,1,69.86280247998776
313,16,0,96,15,82,43,10,1,0,2,61.31599249465258
314,15,0,97,11,55,95,4,1,1,3,67.95725035138574
315,16,0,61,14,98,43,1,1,1,3,50.368139307276536
316,16,0,95,38,91,69,10,1,1,3,78.88152548619038
317,17,1,85,7,72,73,5,1,0,3,57.66198428413308
318,16,1,70,12,87,66,1,0,0,1,52.64834049626382
319,16,1,67,35,58,70,6,0,1,2,60.164197242859565
320,17,0,99,15,60,95,10,1,1,1,77.84147577032694
321,16,1,81,11,61,71,10,0,1,3,67.92716953068431
322,16,1,79,6,48,83,7,1,0,3,64.72625412771133
323,16,0,67,10,48,78,1,1,0,2,47.78723845489023
324,15,0,88,36,48,91,10,0,0,2,82.94824217335997
325,15,0,99,24,66,48,4,0,0,1,60.55880746160954
326,15,0,85,38,56,80,9,0,0,2,78.17245409286687
327,17,1,89,20,83,47,1,0,1,1,54.57759591304846
328,19,0,76,29,96,53,9,0,1,1,84.4685458466843
329,16,0,79,16,84,72,8,1,0,3,72.08632087516932
330,16,1,75,11,47,62,5,1,0,1,61.526493006583024
331,17,1,66,21,55,60,6,1,1,3,52.23029005593605
332,16,0,75,15,57,94,7,0,0,1,64.91424860846934
333,15,1,86,10,100,51,4,1,0,1,60.98931173675295
334,19,0,82,27,98,96,6,0,1,2,90.86499963384044
335,18,0,83,31,72,41,7,1,0,2,61.036299909672
336,16,1,68,10,40,52,6,0,0,3,44.88282952521633
337,15,1,94,6,51,98,6,0,1,2,74.90453226773593
338,18,0,79,26,45,43,2,1,0,1,47.99402172868135
339,19,0,96,24,80,59,5,1,0,3,65.95940269674591
340,18,0,76,29,94,89,3,1,1,3,67.29858844261071
341,15,1,90,19,44,90,7,1,1,3,70.54414279101007
342,18,0,67,33,98,87,4,0,0,1,76.0132781680485
343,17,0,74,12,55,98,1,1,1,2,61.84042720384068
344,18,0,90,37,57,53,6,0,1,3,61.15333111252309
345,16,0,89,26,88,69,6,1,0,1,66.36148656172206
346,16,0,79,9,57,68,7,1,1,2,40.35439421618063
347,17,1,98,22,40,47,8,1,0,2,55.92265645911884
348,15,0,71,34,58,51,3,1,1,3,51.53932729329326
349,16,0,76,35,93,80,6,1,1,1,73.30480084204656
350,19,0,89,14,100,77,10,0,0,2,77.94594363598615
351,16,0,88,19,47,65,2,1,0,1,68.45438473804695
352,16,1,78,22,42,89,9,0,0,2,70.50682568616315
353,15,1,70,27,97,41,2,1,1,3,49.361786369359855
354,18,1,93,37,64,94,3,0,0,3,74.72783699210919
355,16,0,66,20,97,79,10,1,0,2,76.60738360385578
356,17,0,93,39,44,95,2,1,1,1,61.35044693990597
357,18,1,79,38,94,53,9,1,1,2,74.3440277666618
358,19,1,97,32,79,45,1,0,1,1,61.85075631591802
359,15,1,83,6,58,81,5,0,0,2,66.42252212223859
360,19,0,69,34,57,79,1,1,1,3,47.82163873249138
361,18,0,91,17,89,70,5,1,1,1,72.19039005606754
362,18,1,74,20,92,56,8,1,0,3,73.9495232763446
363,18,1,96,9,70,64,8,0,1,1,77.23843289504022
364,19,1,79,32,72,100,8,1,1,2,71.41966236776783
365,18,0,62,24,86,71,2,0,0,3,57.52023863683237
366,19,0,96,28,57,51,8,1,1,3,65.50467235766328
367,18,0,99,31,100,88,5,0,0,1,83.82759368291143
368,17,1,67,34,96,52,1,0,0,1,56.42685451235906
369,18,1,99,31,78,58,7,0,0,1,67.97303214380413
370,19,0,82,30,55,83,6,1,0,3,68.33588186292445
371,16,1,99,11,55,87,5,0,0,2,65.51248966921268
372,18,0,70,9,86,64,1,1,1,1,56.81094765342621
373,16,1,67,27,77,70,1,0,0,2,52.50216306577063
374,17,1,88,32,80,98,6,1,0,1,72.78845171976033
375,15,1,89,38,46,76,10,0,0,2,79.62720109112482
376,17,1,69,19,53,64,7,0,0,1,69.51263806902217
377,18,0,98,36,82,55,10,1,1,2,85.9613561336162
378,16,1,87,30,92,96,10,1,1,3,84.79037203525738
379,16,0,95,35,87,77,1,0,1,1,74.1756358579059
380,19,0,72,23,64,82,9,0,0,1,65.96858608893315
381,16,0,91,13,71,88,4,1,1,3,70.09089644526165
382,19,1,95,33,77,97,5,0,1,1,74.58098616540009
383,15,0,96,8,61,62,2,0,0,1,62.582520589700565
384,18,0,85,7,98,53,10,1,0,3,76.11732358961922
385,19,0,81,33,55,45,8,1,1,3,71.47977055548738
386,15,1,63,15,91,64,2,1,1,2,54.80347456233751
387,16,1,90,37,68,62,3,0,1,3,71.39516850546
388,16,0,77,15,55,99,9,0,1,3,74.03232530964044
389,15,1,97,31,51,82,2,0,0,1,64.52694234617175
390,16,0,83,37,56,51,6,1,0,3,62.784969200482806
391,15,0,82,25,76,52,4,0,0,1,68.19006580751744
392,19,1,81,35,66,75,7,1,0,3,69.04031642553123
393,19,0,61,6,64,78,6,1,0,3,57.34469069057713
394,15,1,90,31,52,73,10,0,1,2,62.02148951084939
395,19,1,70,40,47,45,9,1,0,3,58.91475967650976
396,19,0,87,15,95,77,9,0,0,3,77.82180963979091
397,19,1,91,22,44,89,10,1,1,1,69.38876111119725
398,17,1,64,5,51,91,4,1,0,1,50.91072400659278
399,18,0,97,39,80,79,1,1,1,2,60.04380711924136
400,16,0,69,39,42,47,2,0,0,3,45.27674702348392
401,17,1,99,35,74,100,8,1,0,1,90.65589548398556
402,19,1,83,32,72,47,10,0,0,3,60.8907384844549
403,15,0,94,5,96,79,8,1,1,2,79.39508625906082
404,19,1,82,29,61,72,2,1,0,1,63.896732735135465
405,18,1,76,24,89,73,4,1,1,1,78.114308105712
406,19,1,60,7,95,83,1,0,0,2,62.84177592451286
407,15,1,90,6,83,54,7,0,0,3,69.0728979055309
408,18,1,90,22,48,75,4,0,1,1,63.08848626612439
409,19,1,93,14,80,99,8,0,1,1,78.80428667122982
410,18,1,68,9,57,96,9,0,0,2,71.9609975654776
411,16,0,81,13,89,74,9,1,1,2,78.8935063635402
412,16,0,72,6,68,85,3,1,0,2,59.40248153726142
413,19,0,84,38,78,61,5,0,0,3,73.40942950932288
414,18,0,77,35,66,62,6,0,1,3,78.36605648168845
415,15,0,71,14,75,79,6,0,1,3,64.65429452410157
416,19,1,99,16,84,84,10,0,1,2,81.2450081379466
417,16,1,76,40,56,94,8,1,0,1,73.23941581038176
418,16,1,74,25,95,90,6,0,1,3,74.66871470643495
419,19,1,74,10,73,61,6,0,0,2,65.46552646988175
420,18,0,74,7,85,44,4,0,1,3,54.335273184037945
421,16,1,98,14,42,70,7,0,1,1,64.64589041155676
422,18,1,72,9,44,52,8,1,1,1,52.35175167169605
423,16,0,76,30,53,67,3,1,1,2,59.29528750270778
424,16,1,91,25,42,97,7,0,1,1,68.38401805791315
425,17,1,68,30,62,59,3,1,0,2,48.51926317740075
426,16,0,99,30,78,72,8,1,1,2,78.58835995418497
427,15,1,79,12,69,55,1,0,1,2,61.09692235707151
428,19,1,85,9,89,68,1,0,0,2,57.90027966816661
429,19,1,86,19,84,62,6,1,0,1,61.393974314363554
430,18,1,80,20,100,63,10,1,0,1,84.32821010329695
431,16,1,77,5,62,73,9,1,0,1,64.62780348859926
432,15,0,72,20,66,46,4,1,1,1,57.42279141246594
433,18,0,75,7,93,77,6,1,1,2,63.35517089005625
434,17,0,68,35,49,76,5,0,0,2,60.348852836766206
435,18,0,71,17,64,100,1,1,1,1,67.45277193250402
436,18,0,97,20,52,43,6,1,0,3,59.05386234472098
437,16,0,78,25,55,73,9,1,0,3,67.96601096248192
438,17,1,66,6,80,81,3,1,1,3,51.00703011018798
439,18,0,94,31,73,61,3,1,1,1,67.98516735974923
440,15,0,77,30,94,44,2,1,0,2,54.12058938462516
441,15,1,75,29,76,89,4,1,1,2,73.59850200286813
442,19,1,98,15,100,81,10,1,0,3,83.76190613544655
443,17,0,63,12,61,62,3,0,0,3,51.80609560881109
444,17,1,84,12,56,93,2,0,0,2,64.7127090952566
445,19,0,91,37,62,99,1,1,0,3,70.67634724521649
446,18,1,99,11,93,54,3,0,1,3,72.14226707784714
447,17,0,72,25,75,70,10,0,0,2,78.30019299429178
448,15,1,76,12,88,98,6,0,0,3,66.41378053186433
449,15,1,96,25,48,48,9,0,0,3,63.24643999371739
450,16,0,65,24,91,82,5,0,1,1,71.43267440290205
451,17,0,78,12,41,97,3,0,0,3,54.13698518993248
452,18,0,72,35,71,92,5,1,0,1,61.85969620273876
453,19,0,85,33,95,64,5,1,1,2,66.54897710622308
454,19,0,73,13,89,64,5,0,0,1,61.57417296906685
455,18,1,90,19,92,100,7,1,0,2,59.876984281328056
456,16,0,63,34,98,88,5,0,0,1,66.08055173517727
457,19,0,98,30,61,60,7,1,0,1,59.30732365402724
458,17,1,67,14,82,48,9,1,1,1,67.18336134064242
459,16,1,84,33,52,94,5,1,1,3,73.65739413326493
460,17,0,72,20,47,87,2,0,1,3,57.5428184468019
